Time; ConsInst; ProdInst; ConsSinceBeg; ProdSinceBeg;
270,0; 1,4883913169517303E8; 2,4012620719051188E8; 8,967975488874213E10; 1,5267178314011426E12; 
271,0; 1,623888827543769E8; 9,360126207190619E9; 8,98421437714965E10; 1,5360779576083333E12; 
272,0; 1,499046181099866E8; 2,4012620719051188E8; 8,999204838960649E10; 1,5363180838155237E12; 
273,0; 1,659665844970257E8; 9,360126207190619E9; 9,015801497410352E10; 1,5456782100227144E12; 
274,0; 1,4996516660817692E8; 2,4012620719051188E8; 9,030798014071169E10; 1,5459183362299048E12; 
275,0; 1,6202377955989224E8; 9,360050482876255E9; 9,047000392027158E10; 1,555278386712781E12; 
276,0; 1,4817091932367155E8; 2,4012620719051188E8; 9,061817483959525E10; 1,5555185129199714E12; 
277,0; 1,4876243441526374E8; 2,4012620719051188E8; 9,076693727401051E10; 1,5557586391271619E12; 
278,0; 1,6237848101311E8; 9,360126207190619E9; 9,092931575502362E10; 1,5651187653343525E12; 
279,0; 1,4909197374398017E8; 2,4012620719051188E8; 9,10784077287676E10; 1,565358891541543E12; 
280,0; 1,6374619001976216E8; 9,360126207190619E9; 9,124215391878735E10; 1,5747190177487336E12; 
281,0; 1,4865686537421456E8; 2,4012620719051188E8; 9,139081078416158E10; 1,574959143955924E12; 
282,0; 1,6317246768474486E8; 9,360123355729998E9; 9,155398325184631E10; 1,584319267311654E12; 
283,0; 1,4935322056804025E8; 2,401233557301262E8; 9,170333647241435E10; 1,5845593906673843E12; 
284,0; 1,4758269916016108E8; 2,401233557301262E8; 9,185091917157451E10; 1,5847995140231145E12; 
285,0; 1,6237928534736422E8; 9,360049342292162E9; 9,201329845692188E10; 1,5941595633654067E12; 
286,0; 1,4976619828151137E8; 2,401233557301262E8; 9,216306465520338E10; 1,594399686721137E12; 
287,0; 1,6520168887853295E8; 9,360123355729998E9; 9,232826634408192E10; 1,603759810076867E12; 
288,0; 1,5039785150199673E8; 2,400493422920447E8; 9,247866419558392E10; 1,603999859419159E12; 
289,0; 1,6221691237727907E8; 9,360123355729998E9; 9,26408811079612E10; 1,613359982774889E12; 
290,0; 1,4891237615697575E8; 2,401233557301262E8; 9,278979348411818E10; 1,6136001061306191E12; 
291,0; 1,4848914429466045E8; 2,400493422920447E8; 9,293828262841284E10; 1,6138401554729111E12; 
292,0; 1,6235803712862813E8; 9,360049342292162E9; 9,310064066554147E10; 1,6232002048152034E12; 
293,0; 1,5052237777181202E8; 2,401233557301262E8; 9,325116304331328E10; 1,6234403281709336E12; 
294,0; 1,6480538324610502E8; 9,360123355729998E9; 9,341596842655939E10; 1,6328004515266636E12; 
295,0; 1,4882879867850074E8; 2,401233557301262E8; 9,356479722523788E10; 1,6330405748823938E12; 
296,0; 1,6222858803775755E8; 9,360049342292162E9; 9,372702581327563E10; 1,642400624224686E12; 
297,0; 1,4843342049445054E8; 2,401233557301262E8; 9,387545923377008E10; 1,6426407475804163E12; 
298,0; 1,490268262564447E8; 2,401233557301262E8; 9,402448606002652E10; 1,6428808709361465E12; 
299,0; 1,6212581405491242E8; 9,360123355729998E9; 9,418661187408144E10; 1,6522409942918765E12; 
300,0; 1,492942687642175E8; 2,401233557301262E8; 9,433590614284566E10; 1,6524811176476067E12; 
301,0; 1,660560354159715E8; 9,360123355729998E9; 9,450196217826163E10; 1,6618412410033367E12; 
302,0; 1,4923505555192158E8; 2,401233557301262E8; 9,465119723381355E10; 1,662081364359067E12; 
303,0; 1,6128386957360053E8; 9,360123355729998E9; 9,481248110338715E10; 1,6714414877147969E12; 
304,0; 1,487859358868778E8; 2,401233557301262E8; 9,496126703927402E10; 1,671681611070527E12; 
305,0; 1,4857641374848503E8; 2,401233557301262E8; 9,51098434530225E10; 1,6719217344262573E12; 
306,0; 1,625446128425371E8; 9,360123355729998E9; 9,527238806586505E10; 1,6812818577819873E12; 
307,0; 1,5053237591504934E8; 2,401233557301262E8; 9,54229204417801E10; 1,6815219811377175E12; 
308,0; 1,6515708228657204E8; 9,360049342292162E9; 9,558807752406668E10; 1,6908820304800098E12; 
309,0; 1,4942643861264408E8; 2,401233557301262E8; 9,573750396267932E10; 1,69112215383574E12; 
310,0; 1,6198923068767396E8; 9,360123355729998E9; 9,589949319336699E10; 1,70048227719147E12; 
311,0; 1,4882662673159945E8; 2,401233557301262E8; 9,604831982009859E10; 1,7007224005472002E12; 
312,0; 1,4903937613810527E8; 2,401233557301262E8; 9,61973591962367E10; 1,7009625239029304E12; 
313,0; 1,6193429055158582E8; 9,360123355729998E9; 9,635929348678828E10; 1,7103226472586604E12; 
314,0; 6,691873980492911E8; 9,36011973868428E9; 9,702848088483757E10; 1,7196827669973447E12; 
315,0; 6,913851399405358E8; 9,360047895473463E9; 9,77198660247781E10; 1,729042814892818E12; 
316,0; 6,669779977694387E8; 9,36011973868428E9; 9,838684402254755E10; 1,7384029346315024E12; 
317,0; 6,830431350536784E8; 9,360047895473463E9; 9,906988715760123E10; 1,7477629825269758E12; 
318,0; 6,634707599004989E8; 9,360047895473463E9; 9,973335791750172E10; 1,7571230304224492E12; 
319,0; 6,701463261518611E8; 9,360047895473463E9; 1,0040350424365358E11; 1,7664830783179226E12; 
320,0; 6,749519791113474E8; 9,36011973868428E9; 1,0107845622276492E11; 1,775843198056607E12; 
321,0; 6,663094610146859E8; 9,36011973868428E9; 1,017447656837796E11; 1,7852033177952913E12; 
322,0; 6,828891817074041E8; 9,360047895473463E9; 1,02427654865487E11; 1,7945633656907646E12; 
323,0; 6,681412938623164E8; 9,36011973868428E9; 1,0309579615934932E11; 1,803923485429449E12; 
324,0; 6,856094248953224E8; 9,360047895473463E9; 1,0378140558424464E11; 1,8132835333249224E12; 
325,0; 6,664181329918915E8; 9,36011973868428E9; 1,0444782371723654E11; 1,8226436530636067E12; 
326,0; 6,721950171909999E8; 9,36011973868428E9; 1,0512001873442754E11; 1,832003772802291E12; 
327,0; 6,815799267498999E8; 9,360047895473463E9; 1,0580159866117743E11; 1,8413638206977644E12; 
328,0; 6,692250719452999E8; 9,360047895473463E9; 1,0647082373312273E11; 1,8507238685932378E12; 
329,0; 6,806604707993033E8; 9,360047895473463E9; 1,0715148420392203E11; 1,8600839164887112E12; 
330,0; 6,697752570956153E8; 9,360047895473463E9; 1,0782125946101764E11; 1,8694439643841846E12; 
331,0; 6,787313643812246E8; 9,36011973868428E9; 1,0849999082539886E11; 1,878804084122869E12; 
332,0; 6,690910218859717E8; 9,36011973868428E9; 1,0916908184728484E11; 1,8881642038615532E12; 
333,0; 6,670329803168157E8; 9,36011973868428E9; 1,0983611482760165E11; 1,8975243236002375E12; 
334,0; 6,80009214261623E8; 9,360047895473463E9; 1,1051612404186328E11; 1,906884371495711E12; 
335,0; 6,698674379052374E8; 9,36011973868428E9; 1,1118599147976852E11; 1,9162444912343953E12; 
336,0; 6,811645391886101E8; 9,36011973868428E9; 1,1186715601895714E11; 1,9256046109730796E12; 
337,0; 6,686983056274234E8; 9,36011973868428E9; 1,1253585432458456E11; 1,934964730711764E12; 
338,0; 6,830059317246532E8; 9,36011973868428E9; 1,1321886025630922E11; 1,9443248504504482E12; 
339,0; 6,70334169562739E8; 9,36011973868428E9; 1,1388919442587196E11; 1,9536849701891326E12; 
340,0; 6,716167477043576E8; 9,360047895473463E9; 1,1456081117357632E11; 1,963045018084606E12; 
341,0; 6,8155226608618E8; 9,360047895473463E9; 1,152423634396625E11; 1,9724050659800793E12; 
342,0; 6,711981087512617E8; 9,360047895473463E9; 1,1591356154841377E11; 1,9817651138755527E12; 
343,0; 6,772859558613968E8; 9,360047895473463E9; 1,1659084750427518E11; 1,9911251617710261E12; 
344,0; 6,733852065700225E8; 9,36011973868428E9; 1,172642327108452E11; 2,0004852815097104E12; 
345,0; 6,80642617214189E8; 9,360115393831171E9; 1,1794487532805939E11; 2,0098453969035415E12; 
346,0; 6,683829613890324E8; 9,360115393831171E9; 1,1861325828944843E11; 2,0192055122973726E12; 
347,0; 6,657057096665732E8; 9,360046157532501E9; 1,19278963999115E11; 2,028565558454905E12; 
348,0; 6,764656498148624E8; 9,360046157532501E9; 1,1995542964892987E11; 2,0379256046124375E12; 
349,0; 6,719146773680732E8; 9,360046157532501E9; 1,2062734432629794E11; 2,04728565076997E12; 
350,0; 6,806792700072248E8; 9,360046157532501E9; 1,2130802359630516E11; 2,0566456969275024E12; 
351,0; 6,699179623145404E8; 9,360115393831171E9; 1,219779415586197E11; 2,0660058123213335E12; 
352,0; 6,822920636835166E8; 9,360046157532501E9; 1,2266023362230322E11; 2,075365858478866E12; 
353,0; 6,642700817596358E8; 9,360046157532501E9; 1,2332450370406285E11; 2,0847259046363984E12; 
354,0; 6,658896049789233E8; 9,360046157532501E9; 1,2399039330904178E11; 2,094085950793931E12; 
355,0; 6,83364485742678E8; 9,360046157532501E9; 1,2467375779478445E11; 2,1034459969514634E12; 
356,0; 6,689318752890378E8; 9,360115393831171E9; 1,2534268967007349E11; 2,1128061123452944E12; 
357,0; 6,844238354518435E8; 9,360115393831171E9; 1,2602711350552533E11; 2,1221662277391255E12; 
358,0; 6,725234169832833E8; 9,360115393831171E9; 1,266996369225086E11; 2,1315263431329565E12; 
359,0; 6,793462082879235E8; 9,360115393831171E9; 1,2737898313079652E11; 2,1408864585267876E12; 
360,0; 6,693479198597137E8; 9,360115393831171E9; 1,2804833105065623E11; 2,1502465739206187E12; 
361,0; 6,711333635885376E8; 9,360115393831171E9; 1,2871946441424477E11; 2,1596066893144497E12; 
362,0; 6,777261526281738E8; 9,360115393831171E9; 1,2939719056687294E11; 2,1689668047082808E12; 
363,0; 6,70665783897449E8; 9,360115393831171E9; 1,3006785635077039E11; 2,1783269201021118E12; 
364,0; 6,842567978371344E8; 9,360115393831171E9; 1,3075211314860751E11; 2,1876870354959429E12; 
365,0; 6,69947590041896E8; 9,360115393831171E9; 1,3142206073864941E11; 2,197047150889774E12; 
