Time; ConsInst; ProdInst; ConsSinceBeg; ProdSinceBeg;
938,0; 570871,6343711121; 6529459,335481114; 5,409966404516222E8; 6,124560548937668E9; 
939,0; 572433,6603464914; 6529459,335481114; 5,415690741119688E8; 6,131090008273149E9; 
940,0; 571207,3535393564; 6529459,335481114; 5,421402814655081E8; 6,137619467608629E9; 
941,0; 571929,4049592522; 6529459,335481114; 5,427122108704673E8; 6,14414892694411E9; 
942,0; 571202,6316441876; 6529459,335481114; 5,432834135021114E8; 6,150678386279591E9; 
943,0; 571815,1398110428; 6529459,335481114; 5,438552286419225E8; 6,157207845615071E9; 
944,0; 570623,7862743522; 6529459,335481114; 5,444258524281968E8; 6,163737304950552E9; 
945,0; 571624,2837297859; 6529459,335481114; 5,449974767119266E8; 6,170266764286033E9; 
946,0; 572038,2330204207; 6529459,335481114; 5,45569514944947E8; 6,176796223621513E9; 
947,0; 572269,8307157771; 6529459,335481114; 5,461417847756628E8; 6,183325682956994E9; 
948,0; 572198,4130426403; 6529459,335481114; 5,467139831887054E8; 6,189855142292475E9; 
949,0; 571378,8141838281; 6529459,335481114; 5,472853620028893E8; 6,196384601627955E9; 
950,0; 570931,0961435204; 6529459,335481114; 5,478562930990328E8; 6,202914060963436E9; 
951,0; 571836,4520143457; 6529459,335481114; 5,484281295510471E8; 6,209443520298917E9; 
952,0; 572451,2637062072; 6529459,335481114; 5,490005808147533E8; 6,2159729796343975E9; 
953,0; 572011,110972667; 6529459,335481114; 5,495725919257259E8; 6,222502438969878E9; 
954,0; 571487,8724868614; 6529459,335481114; 5,501440797982128E8; 6,229031898305359E9; 
955,0; 571202,9143298601; 6529459,335481114; 5,507152827125427E8; 6,23556135764084E9; 
956,0; 570893,5474460659; 6529459,335481114; 5,512861762599887E8; 6,24209081697632E9; 
957,0; 572617,6566590462; 6529459,335481114; 5,518587939166477E8; 6,248620276311801E9; 
958,0; 572481,3320747233; 6529459,335481114; 5,524312752487224E8; 6,255149735647282E9; 
959,0; 572780,6986999864; 6529459,335481114; 5,530040559474224E8; 6,261679194982762E9; 
960,0; 571553,9374720763; 6529459,335481114; 5,535756098848945E8; 6,268208654318243E9; 
961,0; 572178,2994636253; 6529431,169432216; 5,541477881843581E8; 6,274738085487676E9; 
962,0; 571145,1728990435; 6529431,169432216; 5,547189333572571E8; 6,281267516657108E9; 
963,0; 571818,3854184787; 6529431,169432216; 5,552907517426757E8; 6,287796947826541E9; 
964,0; 571221,5260735857; 6529431,169432216; 5,558619732687492E8; 6,294326378995974E9; 
965,0; 572353,5690850648; 6529431,169432216; 5,564343268378344E8; 6,300855810165406E9; 
966,0; 571058,2055216375; 6529431,169432216; 5,57005385043356E8; 6,307385241334839E9; 
967,0; 571761,7217746313; 6529431,169432216; 5,575771467651305E8; 6,3139146725042715E9; 
968,0; 571986,6849780992; 6529431,169432216; 5,581491334501086E8; 6,320444103673704E9; 
969,0; 571340,6511632144; 6529431,169432216; 5,587204741012719E8; 6,326973534843137E9; 
970,0; 571336,4332700927; 6529431,169432216; 5,59291810534542E8; 6,333502966012569E9; 
971,0; 571391,1322569064; 6529431,169432216; 5,598632016667988E8; 6,340032397182002E9; 
972,0; 571434,4854964567; 6529431,169432216; 5,604346361522952E8; 6,346561828351435E9; 
973,0; 572142,3088701374; 6529431,169432216; 5,610067784611654E8; 6,353091259520867E9; 
974,0; 570638,6553946139; 6529431,169432216; 5,615774171165601E8; 6,3596206906903E9; 
975,0; 572398,0359991695; 6529431,169432216; 5,621498151525593E8; 6,366150121859733E9; 
976,0; 572721,9821868654; 6529431,169432216; 5,627225371347462E8; 6,372679553029165E9; 
977,0; 572261,1790256693; 6529431,169432216; 5,632947983137718E8; 6,379208984198598E9; 
978,0; 571359,2712141172; 6529431,169432216; 5,63866157584986E8; 6,385738415368031E9; 
979,0; 570950,0287329786; 6529431,169432216; 5,64437107613719E8; 6,392267846537463E9; 
980,0; 572732,5757320512; 6529431,169432216; 5,65009840189451E8; 6,398797277706896E9; 
981,0; 571854,0283710398; 6529431,169432216; 5,655816942178221E8; 6,405326708876328E9; 
982,0; 571115,9706227181; 6529431,169432216; 5,661528101884447E8; 6,411856140045761E9; 
983,0; 571725,0825815232; 6529431,169432216; 5,667245352710263E8; 6,418385571215194E9; 
984,0; 571337,0856155253; 6529431,169432216; 5,672958723566418E8; 6,424915002384626E9; 
985,0; 571797,1970865551; 6529431,169432216; 5,678676695537283E8; 6,431444433554059E9; 
986,0; 572054,145834072; 6529431,169432216; 5,684397236995624E8; 6,437973864723492E9; 
987,0; 571297,0457600529; 6529431,169432216; 5,690110207453225E8; 6,444503295892924E9; 
988,0; 571793,1497711543; 6529431,169432216; 5,695828138950937E8; 6,451032727062357E9; 
989,0; 571718,4687050168; 6529431,169432216; 5,701545323637987E8; 6,45756215823179E9; 
990,0; 571584,9606431086; 6529431,169432216; 5,707261173244418E8; 6,464091589401222E9; 
991,0; 571859,7547394333; 6529431,169432216; 5,712979770791812E8; 6,470621020570655E9; 
992,0; 572190,8308665402; 6529431,169432216; 5,718701679100478E8; 6,4771504517400875E9; 
993,0; 572030,0206566121; 6529431,169432216; 5,724421979307044E8; 6,48367988290952E9; 
994,0; 572034,4466289; 6529431,169432216; 5,730142323773333E8; 6,490209314078953E9; 
995,0; 571634,0988628741; 6529431,169432216; 5,735858664761962E8; 6,496738745248385E9; 
996,0; 571047,9619275689; 6529431,169432216; 5,741569144381237E8; 6,503268176417818E9; 
997,0; 572291,7075045297; 6529431,169432216; 5,747292061456282E8; 6,509797607587251E9; 
998,0; 571779,1491426524; 6529431,169432216; 5,753009852947708E8; 6,516327038756683E9; 
999,0; 571937,8043041846; 6529431,169432216; 5,758729230990751E8; 6,522856469926116E9; 
1000,0; 571146,5223033951; 6529431,169432216; 5,764440696213784E8; 6,529385901095549E9; 
1001,0; 571472,9979682226; 6529431,169432216; 5,770155426193466E8; 6,535915332264981E9; 
1002,0; 572292,455231091; 6529431,169432216; 5,775878350745777E8; 6,542444763434414E9; 
1003,0; 571455,3983150005; 6529431,169432216; 5,781592904728926E8; 6,548974194603847E9; 
1004,0; 571307,9688117851; 6529431,169432216; 5,787305984417044E8; 6,555503625773279E9; 
1005,0; 571352,1745716654; 6529431,169432216; 5,79301950616276E8; 6,562033056942712E9; 
1006,0; 571415,1230117604; 6529431,169432216; 5,798733657392877E8; 6,568562488112144E9; 
1007,0; 572197,8733231226; 6529431,169432216; 5,804455636126108E8; 6,575091919281577E9; 
1008,0; 572092,5449268356; 6529431,169432216; 5,810176561575377E8; 6,58162135045101E9; 
1009,0; 571168,4252778458; 6529431,169432216; 5,815888245828155E8; 6,588150781620442E9; 
1010,0; 572744,0225169093; 6529431,169432216; 5,821615686053325E8; 6,594680212789875E9; 
1011,0; 571888,9631530895; 6529431,169432216; 5,827334575684856E8; 6,601209643959308E9; 
1012,0; 571775,4394870965; 6529431,169432216; 5,833052330079727E8; 6,60773907512874E9; 
1013,0; 572022,9450278213; 6529431,169432216; 5,838772559530005E8; 6,614268506298173E9; 
1014,0; 570656,8947072543; 6529431,169432216; 5,844479128477077E8; 6,620797937467606E9; 
1015,0; 572640,1794934644; 6529431,169432216; 5,850205530272012E8; 6,627327368637038E9; 
1016,0; 571209,773761998; 6529431,169432216; 5,855917628009632E8; 6,633856799806471E9; 
1017,0; 572006,0590247223; 6529431,169432216; 5,861637688599879E8; 6,6403862309759035E9; 
1018,0; 571743,1799605576; 6529431,169432216; 5,867355120399485E8; 6,646915662145336E9; 
1019,0; 572616,8374763719; 6529431,169432216; 5,873081288774248E8; 6,653445093314769E9; 
1020,0; 573013,209140574; 6529431,169432216; 5,878811420865654E8; 6,659974524484201E9; 
1021,0; 571649,3625097751; 6529398,901799096; 5,884527914490751E8; 6,666503923386001E9; 
1022,0; 571336,0070451684; 6529398,901799096; 5,890241274561203E8; 6,6730333222878E9; 
1023,0; 572014,8347278379; 6529398,901799096; 5,895961422908481E8; 6,679562721189599E9; 
1024,0; 571291,725589321; 6529398,901799096; 5,901674340164374E8; 6,686092120091398E9; 
1025,0; 572226,0573066255; 6529398,901799096; 5,90739660073744E8; 6,692621518993197E9; 
1026,0; 573427,326288148; 6529398,901799096; 5,913130874000322E8; 6,699150917894997E9; 
1027,0; 572831,0505684463; 6529398,901799096; 5,918859184506006E8; 6,705680316796796E9; 
1028,0; 572470,6378961073; 6529398,901799096; 5,924583890884967E8; 6,712209715698595E9; 
1029,0; 570699,2212975475; 6529398,901799096; 5,930290883097942E8; 6,718739114600394E9; 
1030,0; 571922,2186522898; 6529398,901799096; 5,936010105284464E8; 6,725268513502193E9; 
1031,0; 572292,8102296295; 6529398,901799096; 5,941733033386761E8; 6,731797912403993E9; 
1032,0; 571156,9478889668; 6529398,901799096; 5,947444602865651E8; 6,738327311305792E9; 
1033,0; 572538,0401957663; 6529398,901799096; 5,953169983267609E8; 6,744856710207591E9; 
1034,0; 571270,0241891787; 6529398,901799096; 5,958882683509501E8; 6,75138610910939E9; 
1035,0; 572760,6898507512; 6529398,901799096; 5,964610290408009E8; 6,757915508011189E9; 
1036,0; 571164,2510385826; 6529398,901799096; 5,970321932918395E8; 6,764444906912989E9; 
1037,0; 571701,7842457197; 6529398,901799096; 5,976038950760852E8; 6,770974305814788E9; 
1038,0; 571396,3184202143; 6529398,901799096; 5,981752913945054E8; 6,777503704716587E9; 
1039,0; 571503,3345649075; 6529398,901799096; 5,987467947290703E8; 6,784033103618386E9; 
1040,0; 572426,5300094219; 6529398,901799096; 5,993192212590797E8; 6,790562502520185E9; 
1041,0; 572083,8722957926; 6529398,901799096; 5,998913051313754E8; 6,797091901421985E9; 
1042,0; 572426,8132878132; 6529398,901799096; 6,004637319446633E8; 6,803621300323784E9; 
1043,0; 571489,0603505; 6529398,901799096; 6,010352210050138E8; 6,810150699225583E9; 
1044,0; 571663,289158628; 6529398,901799096; 6,016068842941724E8; 6,816680098127382E9; 
1045,0; 571788,7153555264; 6529398,901799096; 6,021786730095279E8; 6,8232094970291815E9; 
1046,0; 571355,6626294994; 6529398,901799096; 6,027500286721574E8; 6,829738895930981E9; 
1047,0; 571691,544817935; 6529398,901799096; 6,033217202169753E8; 6,83626829483278E9; 
1048,0; 571599,4207032158; 6529398,901799096; 6,038933196376785E8; 6,842797693734579E9; 
1049,0; 571800,0012683477; 6529398,901799096; 6,044651196389469E8; 6,849327092636378E9; 
1050,0; 571500,2590743644; 6529398,901799096; 6,050366198980212E8; 6,8558564915381775E9; 
1051,0; 571492,9194603523; 6529398,901799096; 6,056081128174815E8; 6,862385890439977E9; 
1052,0; 571431,0921757326; 6529398,901799096; 6,061795439096572E8; 6,868915289341776E9; 
1053,0; 571972,4857197896; 6529398,901799096; 6,06751516395377E8; 6,875444688243575E9; 
